h3_index,hour,dow,lat,lon,street_light_coverage,police_station_dist_m,crowd_density,road_quality,cctv_coverage,historical_incident_rate,is_night,time_risk_score,safety_score
893cf2c4607ffff,20,5,22.508578,88.384187,0.6535,4833.5,0.7047,0.6552,0.244,0.5527,0.5,0.5024,0.4265
893cf2c4083ffff,7,2,22.522116,88.400494,0.7085,5303.9,0.317,0.5252,0.2564,0.4268,0.0,0.1819,0.4437
893cf2c0d13ffff,4,0,22.488789,88.306063,0.6397,1453.1,0.1579,0.644,0.3343,1.3005,1.0,0.8908,0.3882
893cf289297ffff,21,5,22.607389,88.401265,0.5579,2273.3,0.356,0.622,0.3047,0.6087,1.0,0.6106,0.3716
893cf2c4457ffff,2,0,22.525676,88.382451,0.5861,3605.4,0.0603,0.6177,0.3743,0.788,1.0,0.9157,0.2025
893cf2c6c97ffff,5,3,22.592108,88.419326,0.6296,2342.6,0.262,0.5885,0.3771,0.6192,0.5,0.534,0.4276
893cf2c6c2bffff,9,1,22.578009,88.43137,0.738,1324.3,0.7434,0.5455,0.3043,0.337,0.0,0.151,0.6036
893cf2c7153ffff,7,6,22.517689,88.354974,0.8364,2554.7,0.2245,0.5814,0.3877,0.5475,0.0,0.2135,0.5277
893cf2d5b6fffff,6,3,22.543702,88.333471,0.666,1551.4,0.3439,0.7171,0.2557,0.674,0.5,0.5315,0.4958
893cf2c7663ffff,2,4,22.501335,88.318926,0.5184,2119.6,0.0654,0.6088,0.3166,0.5966,1.0,0.9646,0.2434
893cf28b257ffff,18,4,22.645293,88.370289,0.5845,3637.6,0.6954,0.5299,0.3504,0.3207,0.5,0.2407,0.4519
893cf2c463bffff,13,6,22.506393,88.386767,0.8112,5276.8,0.5134,0.5155,0.3206,0.4536,0.0,0.1667,0.458
893cf2d596fffff,18,3,22.565971,88.339455,0.4824,1330.6,0.7003,0.5742,0.2336,0.0,0.5,0.2049,0.4994
893cf289617ffff,6,3,22.615121,88.387508,0.5544,1995.0,0.2057,0.6187,0.3005,0.2701,0.5,0.4817,0.4072
893cf2c68cfffff,17,6,22.564097,88.433961,0.7576,1984.1,0.8009,0.5787,0.3731,0.3433,0.0,0.2663,0.6158
893cf2c6a63ffff,9,1,22.536269,88.439142,0.8726,4367.5,0.7608,0.6157,0.252,0.4001,0.0,0.2123,0.5054
893cf2c5d0bffff,14,0,22.480784,88.440051,0.7323,10304.0,0.5552,0.582,0.273,0.0788,0.0,0.1726,0.4526
893cf28938fffff,13,1,22.609008,88.427044,0.6885,3505.4,0.6773,0.7181,0.2982,0.0,0.0,0.1608,0.5527
893cf289617ffff,10,5,22.615121,88.387508,0.7891,1826.7,0.7699,0.6011,0.2589,0.2224,0.0,0.1338,0.6249
893cf2c74abffff,5,0,22.53534,88.324893,0.5381,1598.9,0.2727,0.5516,0.2891,0.3547,0.5,0.5098,0.4237
893cf2c45a3ffff,3,4,22.544201,88.415936,0.6459,2824.4,0.1382,0.5592,0.3814,0.3911,1.0,0.8928,0.3325
893cf2c756bffff,3,4,22.527422,88.348091,0.5879,1257.0,0.0436,0.5593,0.2956,0.4558,1.0,0.9525,0.2868
893cf2896c3ffff,1,1,22.612127,88.3772,0.572,1649.6,0.1386,0.632,0.3114,0.3513,1.0,0.9618,0.3152
893cf2c6813ffff,21,4,22.568276,88.438254,0.586,1582.8,0.3758,0.6135,0.311,0.639,1.0,0.5682,0.4042
893cf28908fffff,12,4,22.624287,88.408982,0.8993,1523.5,0.5219,0.5573,0.5051,0.0999,0.0,0.1246,0.6727
893cf2c41c7ffff,20,0,22.522734,88.42283,0.586,5442.0,0.7921,0.4587,0.3497,0.3827,0.5,0.6445,0.3659
893cf289517ffff,3,2,22.644363,88.417556,0.6258,2258.1,0.1177,0.6098,0.2777,0.7863,1.0,0.9357,0.3548
893cf289147ffff,21,2,22.619545,88.43305,0.577,3617.5,0.3873,0.5045,0.3505,0.2654,1.0,0.6001,0.3684
893cf2c466fffff,0,2,22.497843,88.387635,0.5764,5923.7,0.1977,0.6254,0.3527,0.1247,1.0,0.9555,0.1428
893cf289cd7ffff,14,6,22.636252,88.450225,0.7901,5149.5,0.5465,0.676,0.252,0.672,0.0,0.1486,0.4974
893cf2d5b6fffff,20,6,22.543702,88.333471,0.5674,1720.7,0.7833,0.6106,0.2613,0.4742,0.5,0.5747,0.4614
893cf2d4923ffff,20,2,22.627028,88.378043,0.4455,2099.3,0.7277,0.5129,0.3485,0.2728,0.5,0.5843,0.4493
893cf2894b7ffff,8,3,22.644736,88.398648,0.6974,1658.2,0.6927,0.5242,0.4349,0.0,0.0,0.166,0.6165
893cf2c71c3ffff,21,3,22.523055,88.35325,0.631,1904.1,0.341,0.6026,0.3216,0.7561,1.0,0.6366,0.4468
893cf2d5b2fffff,7,5,22.551064,88.338615,0.7057,602.4,0.185,0.6461,0.3787,0.3136,0.0,0.2282,0.5603
893cf2d5973ffff,14,0,22.570336,88.334296,0.7383,2207.8,0.5378,0.6486,0.2772,0.5325,0.0,0.1234,0.5738
893cf2c5c93ffff,12,5,22.486727,88.409979,0.798,8527.8,0.6226,0.5776,0.3094,0.295,0.0,0.1775,0.4812
893cf2d4d6fffff,11,1,22.632759,88.357415,0.8043,3942.9,0.6727,0.5811,0.2903,0.5021,0.0,0.1566,0.553
893cf28b35bffff,1,6,22.648102,88.390051,0.6293,2600.8,0.0297,0.6084,0.3452,0.5576,1.0,0.9688,0.3151
893cf2d4933ffff,21,3,22.62921,88.375463,0.5966,2414.6,0.3372,0.5084,0.3795,0.4436,1.0,0.5003,0.3705
893cf289017ffff,12,1,22.622105,88.411562,0.8161,1621.1,0.5269,0.6172,0.4932,0.0,0.0,0.1502,0.6544
893cf2c7083ffff,0,1,22.523427,88.334355,0.3952,772.5,0.1058,0.5467,0.2744,2.6336,1.0,0.8681,0.1731
893cf2d596fffff,0,0,22.565971,88.339455,0.6332,1364.2,0.1186,0.5465,0.2873,0.5069,1.0,0.9666,0.3821
893cf2c65cfffff,1,1,22.587682,88.373791,0.5522,1046.6,0.1036,0.5769,0.3407,0.5892,1.0,0.9078,0.3271
893cf2d5973ffff,15,5,22.570336,88.334296,0.6616,1843.5,0.5641,0.5863,0.3511,0.6333,0.0,0.1449,0.55
893cf2c4473ffff,7,5,22.524489,88.388465,0.8646,4591.5,0.192,0.657,0.2276,0.5686,0.0,0.1856,0.4782
893cf2c4ecfffff,4,5,22.504254,88.44003,0.5939,7448.7,0.0922,0.5451,0.3776,0.4417,1.0,0.9506,0.1575
893cf2c2943ffff,18,6,22.516799,88.291428,0.5431,2052.3,0.718,0.6071,0.3156,0.2631,0.5,0.2179,0.4945
893cf28918bffff,23,0,22.630271,88.429602,0.5858,2878.8,0.153,0.597,0.2835,0.6365,1.0,0.8662,0.2459
893cf289203ffff,2,3,22.596663,88.404713,0.4557,2442.0,0.0897,0.5702,0.2666,0.2279,1.0,0.9386,0.2245
893cf2d4e13ffff,21,2,22.615412,88.317917,0.6129,5501.6,0.3223,0.7109,0.2477,0.6121,1.0,0.5236,0.3879
893cf2c644bffff,21,0,22.572149,88.350614,0.5116,1853.2,0.3419,0.449,0.3093,0.1983,1.0,0.6157,0.3839
893cf2d5c97ffff,13,5,22.594695,88.287024,0.7422,7222.0,0.5066,0.5723,0.337,0.4676,0.0,0.1733,0.4885
893cf2c65a3ffff,16,3,22.597037,88.385809,0.8552,927.1,0.6543,0.7657,0.4361,0.1017,0.0,0.1643,0.6664
893cf2d4323ffff,0,2,22.606054,88.305904,0.6218,6421.4,0.0245,0.6567,0.3471,0.7568,1.0,0.9602,0.1881
893cf2c6863ffff,9,6,22.558541,88.445137,0.7606,2625.1,0.7826,0.6475,0.2881,0.5772,0.0,0.2011,0.5853
893cf2c6893ffff,0,4,22.575825,88.43395,0.5018,1568.3,0.02,0.6629,0.2808,0.3779,1.0,0.9315,0.2762
893cf2d6a43ffff,12,2,22.643392,88.303276,0.7063,8457.4,0.6666,0.6971,0.287,0.3324,0.0,0.1588,0.4705
893cf2d5a4fffff,8,1,22.536891,88.299987,0.7462,3400.0,0.6925,0.5139,0.2673,0.0621,0.0,0.2159,0.524
893cf2d4807ffff,13,0,22.621223,88.347978,0.6586,3897.5,0.6579,0.6915,0.2813,0.2919,0.0,0.15,0.5148
893cf2d41bbffff,21,2,22.634853,88.304147,0.5488,8323.2,0.4401,0.6378,0.34,0.3811,1.0,0.5596,0.3454
893cf28921bffff,0,1,22.595665,88.401277,0.6173,2201.1,0.1507,0.6081,0.3049,0.7587,1.0,0.8813,0.3324
893cf2c6563ffff,23,1,22.582132,88.384966,0.6238,1722.3,0.099,0.6173,0.2766,0.7501,1.0,0.9494,0.3209
893cf2c6303ffff,3,5,22.552128,88.392731,0.5763,3560.9,0.14,0.602,0.2244,0.5668,1.0,0.8604,0.1829
893cf2c2977ffff,20,1,22.519798,88.301728,0.5861,2174.8,0.7021,0.6127,0.2117,0.692,0.5,0.5092,0.4614
893cf2d5993ffff,4,6,22.585425,88.325687,0.5387,4048.1,0.02,0.5371,0.2923,0.5131,1.0,0.8582,0.1327
893cf2c55c3ffff,0,6,22.485488,88.365318,0.6158,5380.6,0.09,0.6059,0.3283,0.5187,1.0,0.9456,0.191
893cf2d4c47ffff,7,2,22.62913,88.324772,0.6209,6153.5,0.194,0.6319,0.3075,0.2239,0.0,0.2177,0.4404
893cf2d4ab7ffff,10,2,22.608503,88.344557,0.7173,3064.1,0.6238,0.6933,0.3111,0.2635,0.0,0.1653,0.549
893cf2d450fffff,19,6,22.641573,88.286958,0.627,9789.6,0.7023,0.6549,0.3005,0.0496,0.5,0.2563,0.4891
893cf2c72cfffff,20,5,22.491602,88.325808,0.6034,2933.9,0.7845,0.6071,0.355,0.9085,0.5,0.58,0.5003
893cf2d4ac7ffff,14,4,22.599146,88.332541,0.781,3680.3,0.5138,0.6574,0.2964,0.2074,0.0,0.1701,0.5267
893cf2c7073ffff,20,6,22.510512,88.340383,0.465,1533.4,0.7018,0.6516,0.3,0.3843,0.5,0.6405,0.4391
893cf2c70cfffff,13,6,22.51388,88.331791,0.7542,636.9,0.6109,0.639,0.1734,0.933,0.0,0.1449,0.5833
893cf2c0d0fffff,13,1,22.484422,88.311221,0.7408,2329.0,0.5388,0.5933,0.2899,0.0,0.0,0.147,0.5539
893cf2d4a43ffff,7,3,22.590603,88.333411,0.6924,3119.6,0.2044,0.5858,0.3652,0.1708,0.0,0.1761,0.4997
893cf289143ffff,7,5,22.618548,88.429613,0.8044,3202.0,0.2329,0.6042,0.3693,0.1636,0.0,0.198,0.4938
893cf289167ffff,12,4,22.619356,88.442504,0.6972,4524.3,0.5266,0.5333,0.365,0.4109,0.0,0.1437,0.5056
893cf28b34bffff,2,1,22.64592,88.392631,0.6344,2068.1,0.0912,0.6564,0.3156,0.5305,1.0,0.921,0.3618
893cf2c6a63ffff,8,4,22.536269,88.439142,0.734,4138.2,0.7163,0.6054,0.2379,0.4835,0.0,0.1845,0.5291
893cf2d5c8bffff,13,2,22.588334,88.285316,0.7916,7105.3,0.6429,0.5098,0.317,0.0,0.0,0.1651,0.4793
893cf2c6423ffff,20,1,22.582504,88.366065,0.5383,487.6,0.7329,0.4672,0.4904,0.237,0.5,0.6151,0.5181
893cf2d4ed7ffff,20,0,22.616593,88.311903,0.6836,6118.0,0.7115,0.5689,0.3186,0.4382,0.5,0.5507,0.4043
893cf2c7663ffff,5,5,22.501335,88.318926,0.5827,1976.3,0.081,0.6336,0.2232,0.4974,0.5,0.4976,0.415
893cf28b20bffff,13,0,22.646291,88.373725,0.769,3236.7,0.5669,0.5028,0.3159,0.3881,0.0,0.1682,0.5273
893cf2c66a3ffff,19,6,22.567784,88.355773,0.4752,786.6,0.6651,0.6004,0.2252,1.2229,0.5,0.257,0.4861
893cf289e43ffff,18,4,22.603265,88.447676,0.6116,4779.8,0.7659,0.6084,0.4014,0.0,0.5,0.2768,0.5142
893cf2c6107ffff,18,5,22.575395,88.402157,0.5909,1842.5,0.7436,0.6006,0.3146,0.0,0.5,0.2124,0.5717
893cf2d49a3ffff,17,0,22.634571,88.373738,0.7586,2880.3,0.7582,0.6169,0.2627,0.2055,0.0,0.2282,0.5923
893cf2d4bdbffff,4,1,22.60414,88.349716,0.6426,2160.4,0.105,0.5521,0.2179,0.8044,1.0,0.9529,0.3367
893cf289377ffff,10,2,22.599277,88.433928,0.7665,3669.0,0.8771,0.5574,0.3727,0.1484,0.0,0.1478,0.5902
893cf2892c7ffff,7,2,22.597848,88.398697,0.7723,1784.6,0.2292,0.543,0.3643,0.3775,0.0,0.1853,0.5199
893cf288257ffff,12,5,22.643987,88.436466,0.7767,4084.4,0.6075,0.6893,0.3567,0.3666,0.0,0.1552,0.5541
893cf2c7527ffff,2,6,22.538965,88.357526,0.6915,858.4,0.1205,0.5787,0.3095,0.6404,1.0,0.8921,0.4172
893cf2894bbffff,9,1,22.640559,88.394355,0.7742,1460.9,0.7741,0.7235,0.3962,0.468,0.0,0.2298,0.6419
893cf2c296fffff,21,5,22.514433,88.303452,0.5339,1623.5,0.3905,0.6096,0.2396,0.877,1.0,0.5976,0.3517
893cf2894cfffff,4,2,22.632204,88.385771,0.7316,1606.1,0.1187,0.694,0.3814,0.7945,1.0,0.8609,0.3887
893cf2d5b17ffff,13,3,22.556612,88.327442,0.7353,1719.8,0.5935,0.674,0.3245,0.0,0.0,0.1074,0.6106
893cf2c40cfffff,6,2,22.512569,88.397927,0.6529,5630.0,0.2775,0.6505,0.3165,0.3496,0.5,0.545,0.3588
893cf2d416fffff,10,5,22.618774,88.309323,0.7619,6440.8,0.6723,0.6694,0.307,0.5366,0.0,0.1506,0.5106
893cf2c2943ffff,13,5,22.516799,88.291428,0.865,2375.6,0.5212,0.6452,0.3226,0.1292,0.0,0.154,0.569
893cf2c60afffff,12,1,22.572589,88.382399,0.7284,1694.2,0.6337,0.6035,0.2611,0.5132,0.0,0.1259,0.5569
893cf2d580bffff,2,3,22.565523,88.307677,0.6379,3915.4,0.0716,0.5529,0.3149,0.4847,1.0,0.8859,0.2799
893cf2c611bffff,17,4,22.573399,88.395286,0.8207,2667.3,0.814,0.6353,0.3083,0.0312,0.0,0.249,0.6374
893cf2d580fffff,19,2,22.566523,88.311111,0.5621,3450.5,0.7826,0.6879,0.3161,0.3519,0.5,0.2123,0.5175
893cf2895a3ffff,10,3,22.648539,88.421849,0.8114,3244.3,0.6994,0.6145,0.2807,0.0,0.0,0.1649,0.571
893cf2d4987ffff,23,2,22.635754,88.367722,0.4417,3299.2,0.0486,0.6238,0.2441,0.5808,1.0,0.9324,0.1572
893cf2c5533ffff,20,4,22.487296,88.381634,0.5684,6492.7,0.7693,0.5743,0.3389,0.1922,0.5,0.5989,0.3864
893cf2d5a63ffff,20,6,22.53889,88.306854,0.5482,3317.9,0.7673,0.6861,0.23,0.492,0.5,0.5774,0.4063
893cf2d49cbffff,8,2,22.624218,88.358284,0.7298,3416.1,0.6986,0.5225,0.3273,0.2844,0.0,0.2159,0.5336
893cf289367ffff,8,5,22.597094,88.436509,0.8151,3502.8,0.7109,0.6004,0.3405,0.462,0.0,0.1741,0.5391
893cf2c703bffff,7,6,22.514693,88.344672,0.7465,1757.3,0.2406,0.6344,0.1749,0.0,0.0,0.2069,0.5277
893cf2c5dc3ffff,16,5,22.484159,88.431458,0.7115,9529.9,0.6566,0.5142,0.3141,0.3384,0.0,0.1654,0.4774
893cf2c6647ffff,22,5,22.55406,88.348918,0.5709,613.8,0.0216,0.6268,0.3178,0.4807,1.0,0.6015,0.392
893cf2c6573ffff,13,0,22.584314,88.382386,0.7915,1533.8,0.681,0.6071,0.3566,0.2324,0.0,0.1259,0.6264
893cf2896abffff,7,0,22.616119,88.390944,0.7737,2042.0,0.1279,0.5145,0.2273,0.4548,0.0,0.1753,0.5002
893cf2d41bbffff,19,1,22.634853,88.304147,0.545,7976.9,0.7635,0.5815,0.3055,0.2941,0.5,0.27,0.4172
893cf2c613bffff,1,0,22.573211,88.404737,0.6004,1547.7,0.1669,0.6158,0.2624,0.6746,1.0,0.8789,0.3824
893cf2d4c97ffff,20,0,22.646209,88.323031,0.6182,7555.7,0.7708,0.5448,0.2446,0.6929,0.5,0.5089,0.4136
893cf2d4b13ffff,15,2,22.607135,88.360022,0.7813,1854.9,0.5696,0.6041,0.3605,0.4614,0.0,0.1735,0.5661
893cf289453ffff,20,2,22.629024,88.384915,0.6078,1448.7,0.7537,0.7122,0.3967,1.0007,0.5,0.6131,0.4938
893cf2d5857ffff,6,4,22.564524,88.304243,0.5956,4052.3,0.3028,0.5871,0.2972,0.8235,0.5,0.4914,0.3478
893cf2894b7ffff,13,6,22.644736,88.398648,0.7787,1548.3,0.6672,0.6226,0.3435,0.4816,0.0,0.1093,0.6004
893cf2894b7ffff,15,2,22.644736,88.398648,0.8217,1798.6,0.5906,0.5738,0.3514,0.159,0.0,0.1237,0.6204
893cf2c6dbbffff,22,5,22.59472,88.448543,0.441,4125.6,0.02,0.5931,0.2516,0.6011,1.0,0.546,0.1633
893cf2d4073ffff,11,5,22.616136,88.280123,0.6824,9731.8,0.4972,0.6173,0.3219,0.0,0.0,0.1601,0.5135
893cf2c4483ffff,7,4,22.537405,88.382438,0.8151,3559.7,0.3425,0.6875,0.3316,0.0537,0.0,0.1942,0.5343
893cf2c430fffff,18,5,22.497083,88.425432,0.5974,7976.7,0.6362,0.4591,0.2275,0.2288,0.5,0.2306,0.4051
893cf2c60d3ffff,22,1,22.569781,88.362643,0.4012,1139.1,0.1576,0.6303,0.352,1.1044,1.0,0.5985,0.2661
893cf2d4bdbffff,19,2,22.60414,88.349716,0.5303,2322.0,0.6371,0.6271,0.2006,0.055,0.5,0.2297,0.4644
893cf289143ffff,0,6,22.618548,88.429613,0.6396,3461.4,0.1002,0.6055,0.2082,0.5308,1.0,0.8878,0.2803
893cf2c41b3ffff,14,0,22.531093,88.431414,0.6458,4413.5,0.5168,0.645,0.2613,0.2957,0.0,0.1309,0.4558
893cf2d4a53ffff,8,0,22.592785,88.330832,0.8089,3502.5,0.7573,0.6236,0.324,0.5652,0.0,0.1593,0.5768
893cf2d5a0fffff,13,5,22.544253,88.305129,0.7539,3861.0,0.5351,0.6008,0.2742,0.3537,0.0,0.1121,0.5029
893cf2c7513ffff,19,4,22.540335,88.342063,0.7004,925.1,0.7081,0.5424,0.3085,0.1351,0.5,0.2019,0.6099
893cf2c7263ffff,1,5,22.48605,88.336978,0.5332,3841.0,0.02,0.6187,0.2361,0.344,1.0,0.9463,0.1635
893cf2d4343ffff,3,0,22.598875,88.291313,0.5842,7344.2,0.1595,0.5733,0.3295,0.4708,1.0,0.9518,0.0847
893cf2c7663ffff,22,2,22.501335,88.318926,0.5166,2103.6,0.093,0.6369,0.3986,0.666,1.0,0.598,0.3019
893cf2c663bffff,10,3,22.559239,88.356643,0.439,113.2,0.6373,0.5506,0.5092,0.8655,0.0,0.1033,0.5813
893cf2c766bffff,10,6,22.498153,88.318071,0.7057,1814.7,0.8213,0.705,0.2822,0.549,0.0,0.1022,0.638
893cf2c41b3ffff,8,6,22.531093,88.431414,0.7157,4507.6,0.8055,0.6917,0.2727,0.7362,0.0,0.1513,0.5451
893cf2c623bffff,3,6,22.543956,88.374699,0.614,2453.1,0.0226,0.6273,0.2952,0.6541,1.0,0.9436,0.274
893cf28934bffff,1,1,22.593105,88.422762,0.6226,2487.0,0.02,0.6361,0.219,0.7832,1.0,0.9142,0.3241
893cf2d4ed3ffff,3,6,22.615594,88.308468,0.5585,6448.6,0.089,0.5649,0.3617,0.5859,1.0,0.9042,0.0881
893cf28955bffff,3,6,22.632829,88.408114,0.7291,850.7,0.1538,0.7921,0.5367,0.3453,1.0,0.8805,0.5181
893cf2c6c53ffff,21,4,22.576204,88.415045,0.4912,718.0,0.3587,0.5872,0.3514,0.2981,1.0,0.6432,0.409
893cf2c705bffff,2,1,22.507515,88.330081,0.5769,1395.1,0.1486,0.6201,0.3719,0.45,1.0,0.8883,0.3334
893cf2d5857ffff,11,2,22.564524,88.304243,0.7418,4327.9,0.5006,0.5973,0.3923,0.2352,0.0,0.1109,0.5106
893cf2d4b7bffff,21,2,22.596411,88.363471,0.5453,711.5,0.437,0.5712,0.314,0.4245,1.0,0.619,0.4192
893cf2d5c6fffff,5,1,22.574249,88.297359,0.5222,4793.9,0.2912,0.6819,0.2986,0.5375,0.5,0.4899,0.3058
893cf2c6303ffff,12,1,22.552128,88.392731,0.7376,3275.5,0.506,0.7209,0.4046,0.0,0.0,0.1021,0.6171
893cf2d4ac7ffff,13,4,22.599146,88.332541,0.7932,3513.9,0.4945,0.5628,0.2996,0.087,0.0,0.1445,0.5383
893cf2d5ea3ffff,9,3,22.569068,88.289637,0.6947,5456.6,0.8278,0.637,0.2817,0.4732,0.0,0.2188,0.4886
893cf2d6b67ffff,22,1,22.651204,88.340208,0.6547,6431.3,0.1359,0.6763,0.258,0.3629,1.0,0.6453,0.2238
893cf289e53ffff,17,1,22.605449,88.445095,0.592,4805.3,0.7286,0.6316,0.2408,0.7037,0.0,0.2227,0.4162
893cf2c4437ffff,21,6,22.532849,88.397047,0.5959,4735.5,0.4451,0.558,0.3317,0.3724,1.0,0.6089,0.3
893cf2c2dbbffff,13,6,22.5458,88.280224,0.6852,5699.8,0.5256,0.6318,0.3333,0.0,0.0,0.1758,0.4864
893cf2d59afffff,0,5,22.580877,88.340295,0.6023,2657.2,0.1174,0.5994,0.3012,0.9873,1.0,0.8986,0.3105
893cf2c5dc3ffff,10,4,22.484159,88.431458,0.7385,9877.7,0.8373,0.6078,0.2443,0.0747,0.0,0.1096,0.503
893cf2d4bc7ffff,12,2,22.606137,88.356587,0.7218,1807.4,0.4876,0.7039,0.3562,0.5759,0.0,0.1044,0.5778
893cf2c5c8fffff,1,3,22.482356,88.415138,0.5679,9019.6,0.1145,0.5734,0.3388,0.6202,1.0,0.8783,0.138
893cf2d4ed7ffff,4,6,22.616593,88.311903,0.5867,6267.8,0.02,0.596,0.3726,0.6788,1.0,0.9468,0.0944
893cf289537ffff,22,4,22.644175,88.427011,0.524,3368.3,0.2048,0.6185,0.2625,0.3963,1.0,0.5468,0.259
893cf2c6e5bffff,13,6,22.550753,88.408197,0.8014,2317.0,0.491,0.5655,0.315,0.5098,0.0,0.1093,0.549
893cf2c623bffff,4,0,22.543956,88.374699,0.5495,2344.8,0.02,0.6054,0.3005,0.6392,1.0,0.957,0.2093
893cf2d4c57ffff,16,5,22.631311,88.322192,0.6589,6285.1,0.5576,0.641,0.2906,0.3027,0.0,0.1792,0.4921
893cf2d5993ffff,7,1,22.585425,88.325687,0.8532,3750.1,0.2736,0.6406,0.2758,0.0815,0.0,0.2038,0.5214
893cf2d4ad7ffff,16,2,22.601327,88.329962,0.725,3658.1,0.483,0.6071,0.2465,0.4202,0.0,0.1263,0.4914
893cf2d4ad3ffff,17,4,22.600328,88.326527,0.7708,3783.3,0.7072,0.6194,0.2395,0.4604,0.0,0.2795,0.5006
893cf2d415bffff,3,6,22.620136,88.29386,0.5946,8098.7,0.1786,0.6524,0.2991,0.8717,1.0,0.8895,0.136
893cf2c642fffff,5,0,22.580322,88.368645,0.6372,243.8,0.2534,0.6791,0.5061,0.4697,0.5,0.5485,0.5643
893cf289607ffff,10,1,22.612939,88.390088,0.7804,1849.9,0.7611,0.5948,0.3203,0.6071,0.0,0.1692,0.6025
893cf2c2b87ffff,15,3,22.510435,88.28972,0.7834,1360.0,0.6022,0.6214,0.3489,0.2515,0.0,0.1127,0.6064
893cf2c45c3ffff,2,1,22.537029,88.401338,0.4647,4128.6,0.02,0.531,0.3317,0.3715,1.0,0.9483,0.1065
893cf2c738fffff,13,0,22.505958,88.354988,0.7694,3088.3,0.5304,0.5636,0.2632,0.1046,0.0,0.1425,0.5188
893cf2d4a6bffff,23,3,22.587239,88.342006,0.5793,2524.4,0.0267,0.5941,0.3314,0.6848,1.0,0.9578,0.2037
893cf2c6eafffff,6,2,22.564287,88.424509,0.578,675.3,0.2754,0.5413,0.2835,1.0231,0.5,0.5306,0.4145
893cf2c4ecfffff,0,3,22.504254,88.44003,0.596,7407.8,0.0579,0.5938,0.2631,0.8151,1.0,0.9142,0.0916
893cf289367ffff,0,0,22.597094,88.436509,0.5724,3322.0,0.0944,0.4937,0.3051,0.8885,1.0,0.951,0.1979
893cf2c42dbffff,15,6,22.491477,88.385924,0.6793,6512.5,0.5728,0.4491,0.3681,0.0,0.0,0.123,0.469
893cf288257ffff,11,1,22.643987,88.436466,0.8305,3850.2,0.556,0.5578,0.2642,0.1551,0.0,0.1653,0.5085
893cf2d416fffff,23,4,22.618774,88.309323,0.5184,6377.0,0.0804,0.7077,0.319,0.9841,1.0,0.9587,0.0809
893cf2896c3ffff,3,1,22.612127,88.3772,0.536,1502.5,0.1079,0.7617,0.3493,0.784,1.0,0.9548,0.3097
893cf2c55c3ffff,16,5,22.485488,88.365318,0.7711,5270.8,0.5239,0.648,0.3098,0.0,0.0,0.103,0.5011
893cf2c4137ffff,6,0,22.524537,88.439153,0.6261,5172.9,0.2551,0.5686,0.3811,0.5298,0.5,0.5188,0.354
893cf288233ffff,3,6,22.650157,88.447634,0.4462,5285.5,0.0549,0.5877,0.2679,0.77,1.0,0.9629,0.05
893cf289127ffff,17,6,22.626713,88.447655,0.6987,4859.1,0.7537,0.5692,0.3587,0.0346,0.0,0.2084,0.5203
893cf2d439bffff,9,1,22.612776,88.288717,0.6723,8346.5,0.7363,0.5762,0.3265,0.0,0.0,0.1657,0.5325
893cf2d4b13ffff,11,5,22.607135,88.360022,0.6677,1610.4,0.5631,0.5914,0.2758,0.5821,0.0,0.1711,0.5646
893cf2d5b83ffff,14,5,22.560976,88.322283,0.7084,2320.2,0.5086,0.5573,0.343,0.2792,0.0,0.1193,0.5621
893cf2c6eafffff,0,4,22.564287,88.424509,0.608,490.1,0.02,0.6345,0.3343,0.6037,1.0,0.8732,0.4379
893cf2c659bffff,6,2,22.596225,88.372922,0.7158,816.4,0.2488,0.7426,0.4686,0.2587,0.5,0.5452,0.5362
893cf2d4e4fffff,19,2,22.603691,88.317933,0.5972,4814.8,0.7,0.5325,0.2506,0.5793,0.5,0.2099,0.4121
893cf28920fffff,4,4,22.59448,88.407293,0.6467,2791.7,0.0729,0.5833,0.3614,0.6561,1.0,0.8708,0.3093
893cf28b277ffff,19,4,22.645108,88.379742,0.5885,2676.7,0.6124,0.5733,0.3292,0.6168,0.5,0.2483,0.4776
893cf2d4cb3ffff,4,0,22.645028,88.329047,0.5561,6751.4,0.0557,0.671,0.2469,0.6511,1.0,0.9209,0.0697
893cf2c663bffff,16,0,22.559239,88.356643,0.513,50.0,0.5524,0.4425,0.4772,1.3221,0.0,0.1565,0.5536
893cf2c4edbffff,17,0,22.505443,88.434015,0.6935,7095.2,0.7456,0.6542,0.2815,0.0102,0.0,0.238,0.4924
893cf2c428fffff,22,3,22.497654,88.397084,0.6986,6878.1,0.0393,0.5299,0.3571,0.4342,1.0,0.5673,0.2488
893cf2d5dc7ffff,23,0,22.592151,88.3085,0.5464,5266.4,0.1489,0.675,0.3207,0.8068,1.0,0.9325,0.1132
893cf2c7063ffff,5,4,22.508329,88.342962,0.6177,1849.2,0.2051,0.6936,0.3377,0.1733,0.5,0.5116,0.5098
893cf2c447bffff,20,3,22.521307,88.38761,0.6161,4325.9,0.7273,0.506,0.2266,0.7063,0.5,0.6277,0.4422
893cf2c43dbffff,3,3,22.498462,88.409968,0.559,7862.9,0.0895,0.6936,0.2523,0.7563,1.0,0.8987,0.125
893cf2c4207ffff,6,1,22.493284,88.402242,0.5445,7560.4,0.2313,0.5462,0.1908,0.5783,0.5,0.5486,0.276
893cf2896afffff,7,4,22.617116,88.39438,0.7851,1324.6,0.3443,0.6349,0.4741,0.1304,0.0,0.1686,0.5786
